id,tweet
1.58E+18,"RT @alisyarief: Partai Koalisi Pemerintah 82% suaranya di Parlemen (dari 7 partai). Saat Pencapresan, tak mau bersatu. Mereka ingin sendiri…"
1.58E+18,"RT @alisyarief: Partai Koalisi Pemerintah 82% suaranya di Parlemen (dari 7 partai). Saat Pencapresan, tak mau bersatu. Mereka ingin sendiri…"
1.58E+18,"@GunRomli Berapa milyar lagi tu beli piagam oleh sih abut, dia tau kalau selama ini dia bapak i politik indentitas makanya segala cara dilakukan untuk membersihkan namanya"
1.58E+18,RT @aLy_Bima: Video ini hanya untuk orang yang belum tahu prestasi gubernur DKI jakarta bang anies baswedan � https://t.co/iO8tYUlXtu
1.58E+18,"RT @maspiyuaja: Kota Impian Saya 20 Tahun Lalu, Kini Terwujud... Terima Kasih Pak Anies Baswedan https://t.co/vUJ1S1TROb https://t.co/lsE68…"
1.58E+18,"RT @alisyarief: Partai Koalisi Pemerintah 82% suaranya di Parlemen (dari 7 partai). Saat Pencapresan, tak mau bersatu. Mereka ingin sendiri…"
1.58E+18,"RT @Relawananies: Gelar Acara Dukungan, Warga Jateng Ingin Merasakan Dipimpin Anies Baswedan

https://t.co/mTfUjqv4L9"
1.58E+18,"RT @BosPurwa: #IndonesiaMemanggil 
5 Tahun Anies Baswedan memimpin DKI Jakarta dibanding dengan periode sebelumnya maka:

Lebih baik�Retwee…"
1.58E+18,@03__nakula https://t.co/gjqEg8lxSR
1.58E+18,RT @BosPurwa: Silakan Reply dengan gambar atau video yang kelen sukai dari acara perpisahan Anies Baswedan di hari kemarin ditambah tagar #…
1.58E+18,"@alisyarief PD akan mundur bila terjadi tawaran  penCawapres di tolak oleh koalisi.
Mendingan PD memilih utk oposisi."
1.58E+18,"RT @machbeach: Jogja, kandang Ganjar sdh tergerus oleh Anies Baswedan https://t.co/J1mXkF35Ex"
1.58E+18,"RT @GunRomli: Bapak Christoforus Rea (Tokoh Ummat Katolik) namanya dicatut untuk gelar 'Bapak Toleransi Beragama' unt Anies Baswedan.

Dia…"
1.58E+18,RT @humasjakfire: Ucapan terima kasih Satriadi Gunawan selaku Kepala Dinas Penanggulangan Kebakaran dan Penyelamatan Provinsi DKI Jakarta k…
1.58E+18,"RT @HelmiFelis_: Zaman Anies Baswedan rakyat sangat dimudahkan

Saking mudahnya rakyat tidak perlu datang, hanya ngadu lewat Hp atau RT set…"
1.58E+18,"@alisyarief Masih ada percaya analisanya ?
Banyakan hoax dipercaya"
1.58E+18,"RT @machbeach: Jogja, kandang Ganjar sdh tergerus oleh Anies Baswedan https://t.co/J1mXkF35Ex"
1.58E+18,"RT @studiyanto: Ini di Pusat Kota Semarang, Jawa tengah, sekumpulan warga  mendukung Anies Baswedan, Previous Mayor of Jakarta, untuk Menja…"
1.58E+18,RT @aLy_Bima: Video ini hanya untuk orang yang belum tahu prestasi gubernur DKI jakarta bang anies baswedan � https://t.co/iO8tYUlXtu
1.58E+18,"RT @alisyarief: Partai Koalisi Pemerintah 82% suaranya di Parlemen (dari 7 partai). Saat Pencapresan, tak mau bersatu. Mereka ingin sendiri…"
1.58E+18,RT @aLy_Bima: Video ini hanya untuk orang yang belum tahu prestasi gubernur DKI jakarta bang anies baswedan � https://t.co/iO8tYUlXtu
1.58E+18,"@tohir_extrem �� buang2 tenaga ngamuk2 
Mending ngopi bro 
Pak anies baswedan sehat sllu 
Salam sehat dan bahagia buat kang tohir https://t.co/7DT1u7VI3g"
1.58E+18,"Tidak masalah...nanti juga mengerucut, memilih yg terbaik...dan lagi koalisi Pemerintah belum memutuskan Capres, kita masih sibuk kerja...anda merasa Pinter tapi Bodoh...mau PD, PKS dan Nasdem bareng an mencalonkan wan ambruk, emang masalah... https://t.co/iPUPge3yUX"
1.58E+18,@Maheswari_Trans @RezaSitumorang8 @Tita83079013 Anjing menggonggong Anies Baswedan presiden RI 2024 penyelamat bangsa Indonesia
1.58E+18,https://t.co/JEEuqlwMOn
1.58E+18,"RT @Relawananies: Kenduri Rakyat, Jarnas Anies Baswedan memggelar tumpengan dukung Anies Capres 2024

Kenduri Rakyat dilaksanakan serentak…"
1.58E+18,"RT @Relawananies: Ratusan nelayan di Indramayu deklarasi dukung Anies Baswedan Presiden 2024, (16/10). https://t.co/g5VluXoWYr"
1.58E+18,"RT @tvOneNews: Anies Baswedan Duduk Bareng Elite Parpol, PKS: Kami Makin Erat dan Cocok https://t.co/WfTwP9IpL9"
1.58E+18,"RT @aLy_Bima: Bosen ga sahabat klo yang di post prestasi �

Halte megah bundaran HI karya anies baswedan. https://t.co/Hu9Tiry1Ms"
1.58E+18,RT @aLy_Bima: Video ini hanya untuk orang yang belum tahu prestasi gubernur DKI jakarta bang anies baswedan � https://t.co/iO8tYUlXtu
1.58E+18,@Mencaricinta99 Alhamdulillah udah bener ternyata ga milih Anies Baswedan
1.58E+18,"RT @Relawananies: Ratusan nelayan di Indramayu deklarasi dukung Anies Baswedan Presiden 2024, (16/10). https://t.co/g5VluXoWYr"
1.58E+18,"@aLy_Bima Kok gak ada  gambar hasil kerja soal SUMUR RESAPAN DAN NATURALISASI,BAMBU GETAH,SEPATU DAN PETI MATI...apa itu bukan KARYA PAK ANIES ya???maaf cuman bertanya aja..."
1.58E+18,@tempodotco Di saaat mau nyapresss ... Ckckck
1.58E+18,"RT @HelmiFelis_: Sejak kemarin Anies Baswedan bukan lagi Gubernur Indonesia

Anies Baswedan telah menjelma menjadi Gubernur Dunia.!!

#Indo…"
1.58E+18,"RT @HelmiFelis_: Sejak kemarin Anies Baswedan bukan lagi Gubernur Indonesia

Anies Baswedan telah menjelma menjadi Gubernur Dunia.!!

#Indo…"
1.58E+18,"Anies Baswedan Lengser, Giring Ganesha: A New Hope for Jakarta, Langsung Gaspol! https://t.co/9ud60YjGze"
1.58E+18,@alisyarief PKS PD masih malu2 kucing keleus ... � gimana ceritanya saat ini PKS ada 3 nama cawapres ... sementara PD 1 nama cawapres (masih ngarep capres) �
1.58E+18,"RT @musniumar: Anies Baswedan Dilepas Lautan manusia. Sebelum Anies berpidato, Ariza Patria berpidato. Anies ajak warga untuk menyanyi bers…"
1.58E+18,@alisyarief setuju P3 gabung
1.58E+18,"RT @Relawananies: Dari Papua khusus bertemu Anies di acara perpisahan.

Anies Baswedan bukan hanya milik Jakarta tapi Indonesia. https://t.…"
1.58E+18,"RT @Ozil855282201: Warga kota Makassar menyambut pelepasan Gubernur DKI ANIES BASWEDAN, kini menjadi calon Presiden 2024-2029 dengan kelili…"
1.58E+18,"RT @Relawananies: Kenduri Rakyat, Jarnas Anies Baswedan memggelar tumpengan dukung Anies Capres 2024

Kenduri Rakyat dilaksanakan serentak…"
1.58E+18,"RT @GunRomli: Bapak Christoforus Rea (Tokoh Ummat Katolik) namanya dicatut untuk gelar 'Bapak Toleransi Beragama' unt Anies Baswedan.

Dia…"
1.58E+18,@aLy_Bima Pura pura bahagia itu menyakitkan �
1.58E+18,"RT @MohammadDayatS: Rakyat tahu mana pemimpin yg baik, jujur, amanah, tidak memperkaya diri sendiri dan berpihak pada rakyat kecil..

Saya…"
1.58E+18,"RT @Ozil855282201: Warga kota Makassar menyambut pelepasan Gubernur DKI ANIES BASWEDAN, kini menjadi calon Presiden 2024-2029 dengan kelili…"
1.58E+18,"RT @Mdy_Asmara1701: Kenduri Rakyat, Jarnas Anies Baswedan Yogyakarta Gelar Tumpengan Dukung Anies Capres 2024

#IndonesiaMemanggil
#Indones…"
1.58E+18,RT @PutraErlangga95: 2024 Anies Baswedan https://t.co/xZ5dEXaJqC
1.58E+18,"RT @bos_sir: Bukti kecintaan masyarakat kepada Bpk Anies Baswedan.
Anies.
#TerimaKasihJakarta 
#TerimaKasihAniesBaswedan
#TerimaKasihAnies…"
1.58E+18,"RT @Relawananies: Selama hampir lima tahun menjabat sebagai orang nomor satu di Jakarta, mayoritas warga ibu kota puas dengan kinerja Guber…"
1.58E+18,"RT @HelmiFelis_: Sejak kemarin Anies Baswedan bukan lagi Gubernur Indonesia

Anies Baswedan telah menjelma menjadi Gubernur Dunia.!!

#Indo…"
1.58E+18,"RT @Mdy_Asmara1701: Pecah!
Perpisahan pak Anies Baswedan dengan warga Jakarta 

#TerimaKasihPakAnies 
#IndonesiaMemanggil https://t.co/Kw91…"
1.58E+18,"RT @kba_news: Merawat Indonesia, Grassroot Anies Deklarasi Dukung Anies Baswedan Presiden 2024 https://t.co/FgYxkw913R"
1.58E+18,"Anies Baswedan Tidak Terburu-buru Menentukan Cawapres
https://t.co/n7Mu9aSqXg"
1.58E+18,RT @GobangSebutanya: Bukan di atas jep mewah beliau hanya bersepeda... Barakallah kami akan antar pak Anies Baswedan menuju RI1 https://t.c…
1.58E+18,"RT @Kimberley_2022: Mengembalikan Balaikota seperti masa masa jahiliyah sebelum rezim Anies Baswedan. 

Dasarnya tidak bisa diajak maju dan…"
1.58E+18,"RT @RomitsuT: Ada apa dengan Anies Baswedan ?
Ini baru pertama kali terjadi di Indonesia bahkan dunia ( maaf kalau saya salah ) , dimana pa…"
1.58E+18,"RT @Relawananies: Kenduri Rakyat, Jarnas Anies Baswedan memggelar tumpengan dukung Anies Capres 2024

Kenduri Rakyat dilaksanakan serentak…"
1.58E+18,@RikeSants Presiden yang ke 2024 ��
1.58E+18,@Relawananies Kwek....kwek... https://t.co/7UXUaSnUDa
1.58E+18,@Relawananies https://t.co/qIiZbO1k0w
1.58E+18,@niluhdjelantik Anies Baswedan For Presz
1.58E+18,"RT @DoankWarto: PMI kok ikut ikutan MAIN POLITIK galang dukungan Anies Baswedan !!!
Siapa ini dalangnya ?
Apakah dana PMI untuk kegiatan po…"
1.58E+18,"RT @alisyarief: Partai Koalisi Pemerintah 82% suaranya di Parlemen (dari 7 partai). Saat Pencapresan, tak mau bersatu. Mereka ingin sendiri…"
1.58E+18,"Kelihatan banget asalnya, belum juga koordinasi sama staf dan jajarannya tahu2 dah ngomong program2 aja, Giveaway kok gini banget ya min ? https://t.co/tROfdeEaaD"
1.58E+18,"RT @OposisiCerdas: Kamhar Lakumani Sebut Anies Baswedan Sudah Penuhi Janji Kampanye Tanpa Masuk Gorong-gorong
https://t.co/WNo93Kzpyn"
1.58E+18,"RT @Mdy_Asmara1701: Anies Baswedan: Orang Baik Harus Mau Masuk Politik

#IndonesiaMemanggilAnies 
#AniesPresiden2024
https://t.co/FLcIk3lB08"
1.58E+18,"RT @alisyarief: Partai Koalisi Pemerintah 82% suaranya di Parlemen (dari 7 partai). Saat Pencapresan, tak mau bersatu. Mereka ingin sendiri…"
1.58E+18,"RT @HelmiFelis_: Sejak kemarin Anies Baswedan bukan lagi Gubernur Indonesia

Anies Baswedan telah menjelma menjadi Gubernur Dunia.!!

#Indo…"
1.58E+18,"RT @ridhorahadi: @aniesbaswedan @DKIJakarta Kita semua berharap kebaikan dari seorang yang baik seperti Anies Baswedan, jangan hanya menung…"
1.58E+18,"RT @studiyanto: Ini di Pusat Kota Semarang, Jawa tengah, sekumpulan warga  mendukung Anies Baswedan, Previous Mayor of Jakarta, untuk Menja…"
1.58E+18,"RT @alisyarief: Partai Koalisi Pemerintah 82% suaranya di Parlemen (dari 7 partai). Saat Pencapresan, tak mau bersatu. Mereka ingin sendiri…"
1.58E+18,"RT @Relawananies: Gelar Acara Dukungan, Warga Jateng Ingin Merasakan Dipimpin Anies Baswedan

https://t.co/mTfUjqv4L9"
1.58E+18,"Terimakasih Pak ANIES BASWEDAN.

#NCT런쥔 
#BallonDor 
Gavi
JIN X COLDPLAY 
Luna 
Semoga 2025 https://t.co/iEN2q2FHeT"
1.58E+18,RT @GobangSebutanya: Bukan di atas jep mewah beliau hanya bersepeda... Barakallah kami akan antar pak Anies Baswedan menuju RI1 https://t.c…
1.58E+18,"RT @JokowiHebat_: Terimakasih Pak ANIES BASWEDAN.

#NCT런쥔 
#BallonDor 
Gavi
JIN X COLDPLAY 
Luna 
Semoga 2025 https://t.co/iEN2q2FHeT"
1.58E+18,"RT @tvOneNews: Hapus Keraguan dengan Anies Baswedan, The Jakmania: Terima Kasih Sudah Menjadi Bapak Kami, Terima Kasih Stadionnya https://t…"
1.58E+18,RT @JarnasABW: Relawan JARNAS di seluruh Indonesia bergerak dan bergembira menyambut purna tugas Anies Baswedan sbg gubernur Jakarta dan si…
1.58E+18,"RT @tvOneNews: Bersepeda dari Rumah, Anies Baswedan Tiba di Balai Kota Disambut Ribuan Massa https://t.co/KH92IzelOz"
1.58E+18,"Anies Baswedan Sempat Bertemu Jendral Andika, Bahas Cawapres? https://t.co/y69cVaukvO"
1.58E+18,@HelmiFelis_ https://t.co/XsTJbXYUeV
1.58E+18,RT @tatakujiyati: Pak Anies meninggalkan Jakarta dg hati lapang. Beliau percaya Pak Jokowi telah memilih org yg tepat. Seorang teknokrat yg…
1.58E+18,"RT @OposisiCerdas: Gelar Acara Dukungan, Warga Jateng Ingin Merasakan Dipimpin Anies Baswedan
https://t.co/3TRPHBrT8d"
1.58E+18,"RT @BosPurwa: #IndonesiaMemanggil 
5 Tahun Anies Baswedan memimpin DKI Jakarta dibanding dengan periode sebelumnya maka:

Lebih baik�Retwee…"
1.58E+18,@GunRomli semoga sukses ya Gun https://t.co/mLLNE7XtSL
1.58E+18,"RT @OposisiCerdas: Anies Baswedan Tidak Terburu-buru Menentukan Cawapres
https://t.co/n7Mu9aSqXg"
1.58E+18,RT @Relawananies: Momen haru saat Anies Baswedan peluk Heru Budi usai Pelantikan Pj Gubernur DKI. https://t.co/dRunCv5ZAl
1.58E+18,@maspiyuaja Terima kasih om https://t.co/PUgr2mGtru
1.58E+18,"RT @BosPurwa: #IndonesiaMemanggil 
5 Tahun Anies Baswedan memimpin DKI Jakarta dibanding dengan periode sebelumnya maka:

Lebih baik�Retwee…"
1.58E+18,"RT @OposisiCerdas: Kamhar Lakumani Sebut Anies Baswedan Sudah Penuhi Janji Kampanye Tanpa Masuk Gorong-gorong
https://t.co/WNo93Kzpyn"
1.58E+18,@GunRomli Bosmu ����� gak ngapa ngapain https://t.co/KkNWcsTG08
